Data transação,Data liquidação,Descrição,Valor,Saldo
2025-03-11,2025-03-11,Dividendos de IBM,28.08,726.71
2025-03-11,2025-03-11,Dividendos de LLY,7.5,698.63
2025-03-13,2025-03-13,Rentabilidade de aluguel de ativo,2.78,717.99
2025-03-13,2025-03-13,Imposto de aluguel de ativo,-0.83,715.21
2025-03-14,2025-03-17,Cobrança de taxa de corretagem de CONY,-2.5,0
2025-03-14,2025-03-17,Compra de 8824 CONY a $ 818 cada,-721.56,2.5
2025-03-14,2025-03-14,Transferência da Conta corrente para Conta investimento,6.07,724.06
2025-03-15,2025-03-17,Imposto sobre dividendo de MSTY,-305.39,712.58
2025-03-15,2025-03-17,Dividendos de MSTY,1017.97,1017.97
2025-03-18,2025-03-18,Dividendos de GOOGL,5.4,716.36
2025-03-18,2025-03-18,Imposto sobre dividendo de GOOGL,-1.62,710.96
2025-03-20,2025-03-21,Compra de 33 MSTY a $ 2125 cada,-701.25,12.61
2025-03-20,2025-03-21,Cobrança de taxa de corretagem de MSTY,-2.5,713.86
2025-03-22,2025-03-24,Imposto sobre dividendo de TSLY,-239.88,572.32
2025-03-22,2025-03-24,Dividendos de TSLY,799.59,812.2
2025-03-24,2025-03-25,Cobrança de taxa de corretagem de TSLY,-2.5,1.26
2025-03-24,2025-03-25,Compra de 69 TSLY a $ 824 cada,-568.56,3.76
2025-03-27,2025-03-27,Dividendos de META,3.41,3.65
2025-03-27,2025-03-27,Imposto sobre dividendo de META,-1.02,0.24
2025-03-28,2025-03-28,Imposto sobre dividendo de QCOM,-5.29,15.99
2025-03-28,2025-03-28,Dividendos de QCOM,17.63,21.28
2025-03-29,2025-03-31,Imposto sobre dividendo de NVDY,-217.79,524.18
2025-03-29,2025-03-31,Dividendos de NVDY,725.98,741.97
2025-04-01,2025-04-01,Imposto sobre dividendo de AVGO,-6.37,539.05
2025-04-01,2025-04-01,Dividendos de AVGO,21.24,545.42
2025-04-03,2025-04-04,Compra de 26 NVDY a $ 1478 cada,-384.28,7.26
2025-04-03,2025-04-04,Compra de 5 NVDY a $ 1478 cada,-73.9,391.54
2025-04-03,2025-04-04,Compra de 5 NVDY a $ 1478 cada,-73.9,465.44
2025-04-03,2025-04-03,Dividendos de NVDA,0.42,539.34
2025-04-03,2025-04-03,Imposto sobre dividendo de NVDA,-0.13,538.92
2025-04-05,2025-04-07,Dividendos de CONY,731.63,1571.17
2025-04-05,2025-04-07,Imposto sobre dividendo de CONY,-219.49,839.54
2025-04-05,2025-04-07,Estorno de imposto sobre dividendo de,163.04,1059.03
2025-04-05,2025-04-07,Imposto sobre dividendo de CONY,-0.04,895.99
2025-04-05,2025-04-07,Dividendos de RCL,7.58,896.03
2025-04-05,2025-04-07,Estorno de imposto sobre dividendo de,359.34,888.45
2025-04-05,2025-04-07,Estorno de imposto sobre dividendo de,225.3,529.11
2025-04-05,2025-04-07,Estorno de imposto sobre dividendo de,144.08,303.81
2025-04-05,2025-04-07,Dividendos de CONY,0.14,159.73
2025-04-05,2025-04-07,Estorno de imposto sobre dividendo de,18.79,159.59
2025-04-05,2025-04-07,Estorno de imposto sobre dividendo de,32.24,140.8
2025-04-05,2025-04-07,Estorno de imposto sobre dividendo de,34.91,108.56
2025-04-05,2025-04-07,Estorno de imposto sobre dividendo de,28.34,73.65
2025-04-05,2025-04-07,Estorno de imposto sobre dividendo de,11.98,45.31
2025-04-05,2025-04-07,Estorno de imposto sobre dividendo de,26.07,33.33
2025-04-07,2025-04-08,Compra de 23354 CONY a $ 673 cada,-1571.17,0
2025-04-12,2025-04-14,Imposto de aluguel de ativo,-1.13,724.4
2025-04-12,2025-04-14,Imposto sobre dividendo de MSTY,-309.32,725.53
2025-04-12,2025-04-14,Dividendos de MSTY,1031.08,1034.85
2025-04-12,2025-04-14,Rentabilidade de aluguel de ativo,3.77,3.77
2025-04-14,2025-04-15,Cobrança de taxa de corretagem de MSTY,-2.5,5.1
2025-04-14,2025-04-15,Compra de 35 MSTY a $ 2048 cada,-716.8,7.6
2025-04-22,2025-04-23,Compra de 113 TSLY a $ 731 cada,-826.02,4.69
2025-04-22,2025-04-23,Cobrança de taxa de corretagem de TSLY,-2.5,830.71
2025-04-22,2025-04-22,Dividendos de TSLY,1183.02,833.21
2025-04-22,2025-04-22,Imposto sobre dividendo de TSLY,-354.91,-349.81
2025-04-26,2025-04-28,Dividendos de NVDY,645.12,456.27
2025-04-26,2025-04-28,Imposto sobre dividendo de NVDY,-193.54,-188.85
2025-04-28,2025-04-29,Cobrança de taxa de corretagem de NVDY,-2.5,3.53
2025-04-28,2025-04-29,Compra de 32 NVDY a $ 1407 cada,-450.24,6.03
2025-05-03,2025-05-05,Imposto sobre dividendo de CONY,-371.66,871.11
2025-05-03,2025-05-05,Dividendos de CONY,1238.85,1242.77
2025-05-03,2025-05-05,Dividendos de CONY,0.56,3.92
2025-05-03,2025-05-05,Imposto sobre dividendo de CONY,-0.17,3.36
2025-05-06,2025-05-07,Compra de 119 CONY a $ 731 cada,-869.89,1.22
2025-05-10,2025-05-12,Imposto sobre dividendo de MSTY,-574.6,1341.95
2025-05-10,2025-05-12,Dividendos de MSTY,1915.33,1916.55
2025-05-12,2025-05-13,Compra de 1 MSTY a $ 2400 cada,-24,22.39
2025-05-12,2025-05-13,Compra de 44 MSTY a $ 2399 cada,-1055.56,46.39
2025-05-12,2025-05-13,Compra de 10 MSTY a $ 2400 cada,-240,1101.95
2025-05-14,2025-05-14,Imposto de aluguel de ativo,-1.19,25.15
2025-05-14,2025-05-14,Rentabilidade de aluguel de ativo,3.95,26.34
2025-05-17,2025-05-19,Imposto sobre dividendo de OMF,-28.39,1105.39
2025-05-17,2025-05-19,Imposto sobre dividendo de TSLY,-434.57,1133.78
2025-05-17,2025-05-19,Dividendos de OMF,94.64,1568.35
2025-05-17,2025-05-19,Dividendos de TSLY,1448.56,1473.71
2025-05-19,2025-05-20,Cobrança de taxa de corretagem de TSLY,-5,6.59
2025-05-19,2025-05-20,Compra de 121 TSLY a $ 904 cada,-1093.8,11.59
2025-05-24,2025-05-27,Dividendos de NVDY,1611.32,1134.51
2025-05-24,2025-05-27,Imposto sobre dividendo de NVDY,-483.4,-476.81
2025-05-27,2025-05-28,Cobrança de taxa de corretagem de NVDY,-5,12.24
2025-05-27,2025-05-28,Compra de 73 NVDY a $ 1531 cada,-1117.27,17.24
2025-05-31,2025-06-02,Imposto sobre dividendo de CONY,-0.19,1053.14
2025-05-31,2025-06-02,Imposto sobre dividendo de CONY,-445.91,1053.33
2025-05-31,2025-06-02,Dividendos de CONY,1486.37,1499.24
2025-05-31,2025-06-02,Dividendos de CONY,0.63,12.87
2025-06-02,2025-06-03,Compra de 13659 CONY a $ 771 cada,-1052.8,0.34
2025-06-07,2025-06-09,Imposto sobre dividendo de MSTY,-380.32,887.76
2025-06-07,2025-06-09,Dividendos de MSTY,1267.74,1268.08
2025-06-09,2025-06-10,Compra de 42 MSTY a $ 2098 cada,-880.97,6.79
2025-06-11,2025-06-11,Imposto sobre dividendo de LLY,-2.25,31.81
2025-06-11,2025-06-11,Dividendos de LLY,7.5,34.06
2025-06-11,2025-06-11,Dividendos de IBM,28.25,26.56
2025-06-11,2025-06-11,Imposto sobre dividendo de IBM,-8.48,-1.69
2025-06-12,2025-06-12,Rentabilidade de aluguel de ativo,4.4,34.89
2025-06-12,2025-06-12,Imposto de aluguel de ativo,-1.32,30.49
2025-06-14,2025-06-16,Imposto sobre dividendo de TSLY,-244.94,606.43
2025-06-14,2025-06-16,Dividendos de TSLY,816.48,851.37
2025-06-16,2025-06-17,Compra de 72 TSLY a $ 837 cada,-602.28,1.65
2025-06-16,2025-06-17,Cobrança de taxa de corretagem de TSLY,-2.5,603.93
2025-06-17,2025-06-17,Imposto sobre dividendo de GOOGL,-1.7,5.62
2025-06-17,2025-06-17,Dividendos de GOOGL,5.67,7.32
2025-06-24,2025-06-25,Compra de 31 NVDY a $ 1602 cada,-496.57,6.66
2025-06-24,2025-06-25,Cobrança de taxa de corretagem de NVDY,-2.5,503.23
2025-06-24,2025-06-24,Dividendos de NVDY,714.44,505.73
2025-06-24,2025-06-24,Imposto sobre dividendo de NVDY,-214.33,-208.71
2025-06-27,2025-06-27,Dividendos de QCOM,18.46,21.97
2025-06-27,2025-06-27,Imposto sobre dividendo de META,-1.02,3.51
2025-06-27,2025-06-27,Imposto sobre dividendo de QCOM,-5.54,4.53
2025-06-27,2025-06-27,Dividendos de META,3.41,10.07
2025-06-28,2025-06-30,Imposto sobre dividendo de CONY,-346.78,831.29
2025-06-28,2025-06-30,Dividendos de CONY,1155.93,1178.07
2025-06-28,2025-06-30,Imposto sobre dividendo de CONY,-0.07,22.14
2025-06-28,2025-06-30,Dividendos de CONY,0.24,22.21
2025-06-30,2025-07-01,Compra de 89 CONY a $ 931 cada,-828.25,0.54
2025-06-30,2025-07-01,Cobrança de taxa de corretagem de CONY,-2.5,828.79
2025-07-01,2025-07-01,Dividendos de AVGO,21.24,15.41
2025-07-01,2025-07-01,Imposto sobre dividendo de AVGO,-6.37,-5.83
2025-07-04,2025-07-07,Dividendos de NVDA,0.42,23.28
2025-07-04,2025-07-07,Imposto sobre dividendo de NVDA,-0.13,22.86
2025-07-04,2025-07-07,Dividendos de RCL,7.58,22.99
2025-07-08,2025-07-09,Imposto sobre dividendo de MSTY,-335.8,806.81
2025-07-08,2025-07-09,Dividendos de MSTY,1119.33,1142.61
2025-07-11,2025-07-11,Rentabilidade de aluguel de ativo,6.05,811.04
2025-07-11,2025-07-11,Imposto de aluguel de ativo,-1.82,804.99
2025-07-12,2025-07-14,Dividendos de TSLY,812.94,1380.1
2025-07-12,2025-07-14,Imposto sobre dividendo de TSLY,-243.88,567.16
2025-07-16,2025-07-17,Cobrança de taxa de corretagem de AVGO,-10,4168.11
2025-07-16,2025-07-17,Compra de 14 AVGO a $ 27872 cada,-3902.08,4178.11
2025-07-16,2025-07-17,Cobrança de taxa de corretagem de RCL,-10,8080.19
2025-07-16,2025-07-17,Compra de 1988 RCL a $ 34027 cada,-6765.72,8090.19
2025-07-16,2025-07-17,Cobrança de taxa de corretagem de OMF,-10,14855.91
2025-07-16,2025-07-17,Compra de 79 OMF a $ 5691 cada,-4495.83,14865.91
2025-07-16,2025-07-17,Cobrança de taxa de corretagem de NVDA,-10,19361.74
2025-07-16,2025-07-17,Compra de 18 NVDA a $ 17091 cada,-3076.29,19371.74
2025-07-16,2025-07-17,Compra de 75 META a $ 70215 cada,-5266.13,22448.03
2025-07-16,2025-07-17,Cobrança de taxa de corretagem de META,-10,27714.16
2025-07-16,2025-07-17,Compra de 7 LLY a $ 79199 cada,-5543.93,27724.16
2025-07-16,2025-07-17,Cobrança de taxa de corretagem de LLY,-10,33268.09
2025-07-16,2025-07-17,Compra de 1818 IBM a $ 28130 cada,-5114.88,33278.09
2025-07-16,2025-07-17,Cobrança de taxa de corretagem de IBM,-10,38392.97
2025-07-16,2025-07-17,Cobrança de taxa de corretagem de GOOGL,-10,38402.97
2025-07-16,2025-07-17,Compra de 25 GOOGL a $ 18391 cada,-4597.75,38412.97
2025-07-16,2025-07-17,Cobrança de taxa de corretagem de FI,-7.5,43010.72
2025-07-16,2025-07-17,Compra de 15 FI a $ 16529 cada,-2479.35,43018.22
2025-07-16,2025-07-17,Compra de 7 NFLX a $ 1.26030 cada,-8822.1,45497.57
2025-07-16,2025-07-17,Cobrança de taxa de corretagem de NFLX,-10,54319.67
2025-07-16,2025-07-17,Cobrança de taxa de corretagem de GEV,-10,54329.67
2025-07-16,2025-07-17,Compra de 15 GEV a $ 55998 cada,-8399.63,54339.67
2025-07-16,2025-07-17,Cobrança de taxa de corretagem de PLTR,-10,62739.3
2025-07-16,2025-07-17,Compra de 55 PLTR a $ 14959 cada,-8227.45,62749.3
2025-07-16,2025-07-17,Compra de 20 CRWD a $ 47063 cada,-9412.6,70976.75
2025-07-16,2025-07-17,Cobrança de taxa de corretagem de CRWD,-10,80389.35
2025-07-16,2025-07-17,Cobrança de taxa de corretagem de CONY,-10,80399.35
2025-07-16,2025-07-17,Venda de 1.12423 CONY a $ 1006 cada,11304.12,80409.35
2025-07-16,2025-07-17,Venda de 2.099 TSLY a $ 784 cada,16459.94,69105.23
2025-07-16,2025-07-17,Cobrança de taxa de corretagem de TSLY,-10,52645.29
2025-07-16,2025-07-17,Venda de 20 NVDY a $ 1775 cada,355,52655.29
2025-07-16,2025-07-17,Venda de 3 NVDY a $ 1775 cada,53.25,52300.29
2025-07-16,2025-07-17,Cobrança de taxa de corretagem de NVDY,-10,52247.04
2025-07-16,2025-07-17,Venda de 5 NVDY a $ 1775 cada,88.75,52257.04
2025-07-16,2025-07-17,Venda de 1.066 NVDY a $ 1775 cada,18921.61,52168.29
2025-07-16,2025-07-17,Venda de 904 MSTY a $ 2272 cada,20534.36,33246.68
2025-07-16,2025-07-17,Venda de 1.12423 CONY a $ 1008 cada,11332.22,12712.32
2025-08-14,2025-08-15,Compra de 12466 ETHA a $ 3445 cada,-4294.61,-0
2025-08-14,2025-08-14,Rentabilidade de aluguel de ativo,3.92,4294.61
2025-08-14,2025-08-14,Imposto de aluguel de ativo,-1.18,4290.69
2025-08-14,2025-08-14,Dividendos de OMF,176.8,4291.87
2025-08-14,2025-08-14,Imposto sobre dividendo de OMF,-53.04,4115.07
2025-08-19,2025-08-19,Dividendos de G035920,3.75,2.62
2025-08-19,2025-08-19,Imposto sobre dividendo de G035920,-1.13,-1.13
2025-09-11,2025-09-11,Imposto sobre dividendo de IBM,-17.64,56.38
2025-09-11,2025-09-11,Dividendos de IBM,58.8,74.02
2025-09-11,2025-09-11,Imposto sobre dividendo de LLY,-5.4,15.22
2025-09-11,2025-09-11,Dividendos de LLY,18,20.62
2025-09-16,2025-09-16,Dividendos de GOOGL,10.92,64.02
2025-09-16,2025-09-16,Imposto sobre dividendo de GOOGL,-3.28,53.1
2025-09-26,2025-09-26,Imposto sobre dividendo de QCOM,-5.54,76.94
2025-09-26,2025-09-26,Dividendos de QCOM,18.46,82.48
2025-09-30,2025-09-30,Imposto sobre dividendo de META,-2.21,82.08
2025-09-30,2025-09-30,Dividendos de META,7.35,84.29
2025-10-01,2025-10-01,Imposto sobre dividendo de AVGO,-8.85,102.73
2025-10-01,2025-10-01,Dividendos de AVGO,29.5,111.58
2025-10-03,2025-10-03,Imposto sobre dividendo de NVDA,-0.18,103.15
2025-10-03,2025-10-03,Dividendos de NVDA,0.6,103.33
2025-10-15,2025-10-15,Dividendos de RCL,30,133.15
2025-10-30,2025-10-31,Cobrança de taxa de corretagem de FI,-10,-0
2025-10-30,2025-10-31,Compra de 7753 FI a $ 6900 cada,-5349.81,10
2025-10-30,2025-10-31,Venda de 2208 PYPL a $ 6972 cada,1539.71,5359.81
2025-10-30,2025-10-31,Venda de 2074 QCOM a $ 17777 cada,3686.95,3820.1
2025-11-15,2025-11-17,Imposto sobre dividendo de OMF,-53.55,124.95
2025-11-15,2025-11-17,Dividendos de OMF,178.5,178.5
2025-11-18,2025-11-18,Imposto sobre dividendo de G035920,-1.13,127.57
2025-11-18,2025-11-18,Dividendos de G035920,3.75,128.7
2025-12-11,2025-12-11,Imposto sobre dividendo de IBM,-17.64,181.33
2025-12-11,2025-12-11,Dividendos de IBM,58.8,198.97
2025-12-11,2025-12-11,Dividendos de LLY,18,140.17
2025-12-11,2025-12-11,Imposto sobre dividendo de LLY,-5.4,122.17
2025-12-16,2025-12-16,Imposto sobre dividendo de GOOGL,-3.28,188.97
2025-12-16,2025-12-16,Dividendos de GOOGL,10.92,192.25
2025-12-24,2025-12-24,Imposto sobre dividendo de META,-2.21,194.11
2025-12-24,2025-12-24,Dividendos de META,7.35,196.32
2025-12-27,2025-12-29,Imposto sobre dividendo de NVDA,-0.18,194.53
2025-12-27,2025-12-29,Dividendos de NVDA,0.6,194.71
